ye,ma,co,zcode,brd,type,brand,model,org,loc,cla,home,frm,qu,cy,hp,we,pl,do,le,wi,he,li1,li2,li3,li,sp,ac,pr,princ,eurpr,exppr,avexr,avdexr,avcpr,avppr,avdcpr,avdppr,xexr,tax,pop,ngdp,rgdp,engdp,ergdp,engdpc,ergdpc
76,Germany,165,197,OpelVauxhall,opel kadett,opel,kadet,Germany,Germany,compact,1,GeneralMotors,133068,1187,40,785,5,2,412.5,157,137.5,8.5,8.5,8.5,8.5,132,21,9095,.49927124,3177.438,3177.438,2.8623691,2.8623691,66.101212,67.617668,66.101212,67.617668,1,.13,61510000,1120500056064,1740022611968,391458979840,607895945216,6364.1519,9882.8799
77,Germany,165,197,OpelVauxhall,opel kadett,opel,kadet,Germany,Germany,compact,1,GeneralMotors,142497,1187,40,805,5,4,412.5,158,137.5,8.1999998,8.1999998,8.1999998,8.1999998,138,19,9395,.48260507,3500.24,3500.24,2.6841016,2.6841016,68.541054,69.487427,68.541054,69.487427,1,.13,61400000,1195290001408,1792554827776,445322199040,667841658880,7252.8047,10876.9
78,Germany,165,197,OpelVauxhall,opel kadett,opel,kadet,Germany,Germany,compact,1,GeneralMotors,136273,1187,40,805,5,4,412.5,158,137.5,8.1999998,8.1999998,8.1999998,8.1999998,138,19,9880,.4719277,3976.1902,3976.1902,2.4847906,2.4847906,70.38221,70.285294,70.38221,70.285294,1,.13,61310000,1283549954048,1847496802304,516562616320,743522172928,8425.4219,12127.258
79,Germany,165,197,OpelVauxhall,opel kadett,opel,kadet,Germany,Germany,compact,1,GeneralMotors,143556,1187,39,815,5,2,400,163.5,138,6.5,9.3000002,9.8000002,8.5333338,140,18.5,10745,.47549179,4588.6387,4588.6387,2.3416531,2.3416531,73.279121,73.654099,73.279121,73.654099,1,.13,61440000,1388399951872,1926054150144,592914415616,822519005184,9650.2998,13387.354
80,Germany,165,197,OpelVauxhall,opel kadett,opel,kadet,Germany,Germany,compact,1,GeneralMotors,190504,1187,39,815,5,3,400,163.5,138,6.5,9.3000002,9.8000002,8.5333338,140,18.5,11255,.4708904,4673.0615,4673.0615,2.4084854,2.4084854,77.251122,79.223083,77.251122,79.223083,1,.13,61540000,1470899945472,1945042944000,610715762688,807579287552,9923.8828,13122.835
81,Germany,165,197,OpelVauxhall,opel kadett,opel,kadet,Germany,Germany,compact,1,GeneralMotors,188488,1187,39,825,5,3,400,163.5,138,6.1999998,8.8999996,9.8000002,8.3000002,143,18.5,11870,.4766553,4472.5352,4472.5352,2.6539757,2.6539757,82.137253,85.428757,82.137253,85.428757,1,.13,61660000,1535499960320,1947741847552,578565963776,733895852032,9383.165,11902.301
82,Germany,165,197,OpelVauxhall,opel kadett,opel,kadet,Germany,Germany,compact,1,GeneralMotors,188112,1196,39,825,5,3,400,163.5,138,6.1999998,8.8999996,9.8000002,8.3000002,143,18.5,13250,.51433611,4950.5405,4950.5405,2.6764753,2.6764753,86.463318,90.44165,86.463318,90.44165,1,.13,61600000,1586899976192,1927403667456,592906616832,720127590400,9625.1074,11690.383
83,Germany,165,197,OpelVauxhall,opel kadett,opel,kadet,Germany,Germany,compact,1,GeneralMotors,189993,1187,44,825,5,3,400,163.5,138,5.5,7.6999998,9.1000004,7.4333334,150,16,13297,.48957461,4846.8076,4846.8076,2.7434552,2.7434552,89.29586,91.763382,89.29586,91.763382,1,.13,61380000,1667100049408,1960947220480,607664406528,714772840448,9900.0391,11645.045
84,Germany,165,197,OpelVauxhall,opel kadett,opel,kadet,Germany,Germany,compact,1,GeneralMotors,171718,1196,40,840,5,3,400,166.5,140,5.4000001,7.4000001,8.3999996,7.0666666,150,16.5,13995,.4889771,4770.1909,4770.1909,2.9338448,2.9338448,91.446014,94.414894,91.446014,94.414894,1,.14,61130000,1749600043008,2016274808832,596350599168,687246606336,9755.4492,11242.379
85,Germany,165,197,OpelVauxhall,opel kadett,opel,kadet,Germany,Germany,compact,1,GeneralMotors,190124,1281,44,840,5,3,400,166.5,140,5.4000001,7.4000001,8.3999996,7.0666666,150,16.5,14729,.49177325,5055.6626,5055.6626,2.9133668,2.9133668,93.441666,96.719856,93.441666,96.719856,1,.14,60970000,1826099953664,2062156038144,626800590848,707825762304,10280.476,11609.41
86,Germany,165,197,OpelVauxhall,opel kadett,opel,kadet,Germany,Germany,compact,1,GeneralMotors,236120,1297,44,855,5,3,400,166.5,140,5.4000001,7,9.3000002,7.2333336,160,15,15250,.48259893,6067.9185,6067.9185,2.5132177,2.5132177,93.209915,94.277885,93.209915,94.277885,1,.14,61010000,1927900037120,2110158143488,767104253952,839624097792,12573.418,13762.073
87,Germany,165,197,OpelVauxhall,opel kadett,opel,kadet,Germany,Germany,compact,1,GeneralMotors,239929,1281,44,855,5,3,400,166.5,140,5.4000001,7,8.8000002,7.0666666,160,15,15730,.48259631,6798.2583,6798.2583,2.313828,2.313828,93.493172,91.932625,93.493172,91.932625,1,.14,61090000,1991199948800,2139171323904,860565274624,924516155392,14086.844,15133.674
88,Germany,165,197,OpelVauxhall,opel kadett,opel,kadet,Germany,Germany,compact,1,GeneralMotors,226487,1297,44,850,5,3,400,166.5,140,5.5999999,7.3000002,8.8999996,7.2666664,160,16.5,16345,.47937632,6874.791,6874.791,2.3775268,2.3775268,94.574684,93.085106,94.574684,93.085106,1,.14,61420000,2094199996416,2215993671680,880831299584,932058365952,14341.115,15175.16
89,Germany,165,197,OpelVauxhall,opel kadett,opel,kadet,Germany,Germany,compact,1,GeneralMotors,214528,1281,44,850,5,3,400,166.5,140,5.1999998,6.8000002,8.8999996,6.9666667,160,16.5,17585,.49023843,7402.2324,7402.2324,2.3756347,2.3756347,97.374329,96.026756,97.374329,96.026756,1,.14,61990000,2223600041984,2297346392064,936002519040,967045349376,15099.25,15600.021
90,Germany,165,197,OpelVauxhall,opel kadett,opel,kadet,Germany,Germany,compact,1,GeneralMotors,227002,1200,44,865,5,3,400,166.5,140,7,7,7,7,160,15,18600,.48410222,8531.5732,8531.5732,2.1801372,2.1801372,100,97.678917,100,97.678917,1,.14,63230000,2429400121344,2429400121344,1114333642752,1114333642752,17623.496,17623.496
92,Germany,165,197,OpelVauxhall,opel kadett,opel,kadet,Germany,Germany,compact,1,GeneralMotors,9584,1598,55,875,5,3,400,166.5,140,5,6.8000002,8.3000002,6.7000003,170,13,31160,.8162834,14271.194,14271.194,2.1834192,2.1834192,108.87804,101.4419,108.87804,101.4419,1,.14,80570000,3075600023552,2811102232576,1408616366080,1287477133312,17483.137,15979.609
88,Germany,166,196,OpelVauxhall,opel vectra,opel,vectra,Germany,Germany,intermediate,1,GeneralMotors,16770,1598,55,1005,5,4,443,170,140,5.1999998,6.8000002,8.8999996,6.9666667,176,14,22700,.66575968,9547.7373,9547.7373,2.3775268,2.3775268,94.574684,93.085106,94.574684,93.085106,1,.14,61420000,2094199996416,2215993671680,880831299584,932058365952,14341.115,15175.16
89,Germany,166,196,OpelVauxhall,opel vectra,opel,vectra,Germany,Germany,intermediate,1,GeneralMotors,116192,1587,55,1005,5,4,443,170,140,5.1999998,6.8000002,8.8999996,6.9666667,176,14,23140,.6451019,9740.5547,9740.5547,2.3756347,2.3756347,97.374329,96.026756,97.374329,96.026756,1,.14,61990000,2223600041984,2297346392064,936002519040,967045349376,15099.25,15600.021
90,Germany,166,196,OpelVauxhall,opel vectra,opel,vectra,Germany,Germany,intermediate,1,GeneralMotors,143380,1400,55,990,5,4,443,170,140,7,7,7,7,176,14,24735,.64377791,11345.616,11345.616,2.1801372,2.1801372,100,97.678917,100,97.678917,1,.14,63230000,2429400121344,2429400121344,1114333642752,1114333642752,17623.496,17623.496
91,Germany,166,196,OpelVauxhall,opel vectra,opel,vectra,Germany,Germany,intermediate,1,GeneralMotors,157520,1598,55,990,5,4,443,170,140,5.1999998,6.8000002,8.8999996,6.9666667,176,14,26600,.74553829,11644.713,11644.713,2.2842984,2.2842984,103.63621,100,103.63621,100,1,.14,79980000,2853599969280,2750569775104,1249223770112,1204120190976,15619.202,15055.267
92,Germany,166,196,OpelVauxhall,opel vectra,opel,vectra,Germany,Germany,intermediate,1,GeneralMotors,165099,1598,55,1015,5,4,443,170,140,5.1999998,6.8000002,8.8999996,6.9666667,176,14,28600,.74922037,13098.722,13098.722,2.1834192,2.1834192,108.87804,101.4419,108.87804,101.4419,1,.14,80570000,3075600023552,2811102232576,1408616366080,1287477133312,17483.137,15979.609
93,Germany,166,196,OpelVauxhall,opel vectra,opel,vectra,Germany,Germany,intermediate,1,GeneralMotors,98141,1587,55,1040,5,4,443,170,140,5.1999998,6.8000002,8.8999996,6.9666667,176,14,29925,.77010703,12878.229,12878.229,2.323689,2.323689,113.73126,101.60027,113.73126,101.60027,1,.15000001,81190000,3154899894272,2778522714112,1357711802368,1195737743360,16722.648,14727.648
94,Germany,166,196,OpelVauxhall,opel vectra,opel,vectra,Germany,Germany,intermediate,1,GeneralMotors,77995,1598,52,1080,5,4,443,170.5,140,5.1999998,6.8000002,9.1999998,7.0666666,176,14,29325,.71901584,12742.304,12742.304,2.3013892,2.3013892,116.84009,102.2087,116.84009,102.2087,1,.15000001,81410000,3320299913216,2858043834368,1442737291264,1241877708800,17721.869,15254.608
95,Germany,166,196,OpelVauxhall,opel vectra,opel,vectra,Germany,Germany,intermediate,1,GeneralMotors,83227,1598,55,1080,5,4,443,170.5,140,5.1999998,6.8000002,8.8999996,6.9666667,176,14,30950,.73054022,14398.686,14398.686,2.1495018,2.1495018,118.99036,103.98399,118.99036,103.98399,1,.15000001,81660000,3459600089088,2913660829696,1609489317888,1355505205248,19709.641,16599.379
96,Germany,166,196,OpelVauxhall,opel vectra,opel,vectra,Germany,Germany,intermediate,1,GeneralMotors,130889,1598,55,1170,5,5,448,171,143,5,6.1999998,9,6.7333331,175,15.5,31920,.73848814,14531.72,14531.72,2.1965742,2.1965742,120.76067,103.55059,120.76067,103.55059,1,.15000001,81900000,3539999916032,2952409120768,1611600363520,1344097091584,19677.66,16411.441
97,Germany,166,196,OpelVauxhall,opel vectra,opel,vectra,Germany,Germany,intermediate,1,GeneralMotors,141110,1598,55,1170,5,4,448,171,143,4.8000002,6.0999999,9,6.6333332,175,15.5,31895,.7177971,13322.545,13322.545,2.394062,2.394062,122.8764,104.66744,122.8764,104.66744,1,.15000001,82060000,3646300094464,3010680061952,1523060047872,1257561391104,18560.322,15324.901
98,Germany,166,196,OpelVauxhall,opel vectra,opel,vectra,Germany,Germany,intermediate,1,GeneralMotors,124738,1598,55,1170,5,4,448,171,142,5.8000002,10.5,10.5,8.9333334,175,15.5,32800,.71652263,13768.102,13768.102,2.3823183,2.3823183,124.03908,104.25507,124.03908,104.25507,1,.16,82020000,3754599907328,2771349929984,1576027815936,1163299651584,19215.164,14183.122
99,Germany,166,196,OpelVauxhall,opel vectra,opel,vectra,Germany,Germany,intermediate,1,GeneralMotors,94096,1598,74,1215,5,4,449.5,171,142,5.8000002,10.1,10.1,8.666667,188,12.5,35270,.75145471,13805.66,13805.66,2.5547493,2.5547493,124.88038,102.97882,124.88038,102.97882,1,.16,82020000,3849660137472,,1506864136192,,18371.91,
86,Germany,168,194,OpelVauxhall,opel omega,opel,omega,Germany,Germany,standard,1,GeneralMotors,11698,1796,60,1150,5,4,468.5,177,144.5,5.5999999,7.0999999,9.5,7.4000001,183,14,25830,.81741184,10277.661,10277.661,2.5132177,2.5132177,93.209915,94.277885,93.209915,94.277885,1,.14,61010000,1927900037120,2110158143488,767104253952,839624097792,12573.418,13762.073
87,Germany,168,194,OpelVauxhall,opel omega,opel,omega,Germany,Germany,standard,1,GeneralMotors,88422,1771,65,1150,5,4,468.5,177,144.5,5.5999999,7.0999999,9.5,7.4000001,183,14,26335,.80795765,11381.572,11381.572,2.313828,2.313828,93.493172,91.932625,93.493172,91.932625,1,.14,61090000,1991199948800,2139171323904,860565274624,924516155392,14086.844,15133.674
88,Germany,168,194,OpelVauxhall,opel omega,opel,omega,Germany,Germany,standard,1,GeneralMotors,71294,1796,65,1150,5,4,468.5,177,144.5,5.5999999,7.0999999,9.5,7.4000001,183,14,27360,.80243105,11507.757,11507.757,2.3775268,2.3775268,94.574684,93.085106,94.574684,93.085106,1,.14,61420000,2094199996416,2215993671680,880831299584,932058365952,14341.115,15175.16
89,Germany,168,194,OpelVauxhall,opel omega,opel,omega,Germany,Germany,standard,1,GeneralMotors,64347,1984,85,1255,5,4,468.5,177,144.5,5.9000001,7.6999998,11.5,8.3666668,195,11.8,29990,.83606768,12623.995,12623.995,2.3756347,2.3756347,97.374329,96.026756,97.374329,96.026756,1,.14,61990000,2223600041984,2297346392064,936002519040,967045349376,15099.25,15600.021
90,Germany,168,194,OpelVauxhall,opel omega,opel,omega,Germany,Germany,standard,1,GeneralMotors,68959,1800,85,1245,5,4,469,177,144.5,8.3000002,8.3000002,8.3000002,8.3000002,195,11,32130,.83624756,14737.604,14737.604,2.1801372,2.1801372,100,97.678917,100,97.678917,1,.14,63230000,2429400121344,2429400121344,1114333642752,1114333642752,17623.496,17623.496
91,Germany,168,194,OpelVauxhall,opel omega,opel,omega,Germany,Germany,standard,1,GeneralMotors,71361,1998,85,1275,5,4,469,177,144.5,5.9000001,7.6999998,11.5,8.3666668,195,11.8,34465,.9659766,15087.783,15087.783,2.2842984,2.2842984,103.63621,100,103.63621,100,1,.14,79980000,2853599969280,2750569775104,1249223770112,1204120190976,15619.202,15055.267
92,Germany,168,194,OpelVauxhall,opel omega,opel,omega,Germany,Germany,standard,1,GeneralMotors,66315,1998,85,1285,5,4,469,177,144.5,6.3000002,8.1000004,11.9,8.7666664,195,11.5,37310,.97739202,17087.877,17087.877,2.1834192,2.1834192,108.87804,101.4419,108.87804,101.4419,1,.14,80570000,3075600023552,2811102232576,1408616366080,1287477133312,17483.137,15979.609
93,Germany,168,194,OpelVauxhall,opel omega,opel,omega,Germany,Germany,standard,1,GeneralMotors,43305,1998,85,1265,5,4,469,177,144.5,6.3000002,8.1000004,11.9,8.7666664,195,11.5,37630,.9683919,16194.078,16194.078,2.323689,2.323689,113.73126,101.60027,113.73126,101.60027,1,.15000001,81190000,3154899894272,2778522714112,1357711802368,1195737743360,16722.648,14727.648
94,Germany,168,194,OpelVauxhall,opel omega,opel,omega,Germany,Germany,standard,1,GeneralMotors,69391,1998,85,1400,5,4,479,178.5,145.5,6.5999999,8.3000002,11.8,8.8999996,195,13,39550,.96972132,17185.271,17185.271,2.3013892,2.3013892,116.84009,102.2087,116.84009,102.2087,1,.15000001,81410000,3320299913216,2858043834368,1442737291264,1241877708800,17721.869,15254.608
95,Germany,168,194,OpelVauxhall,opel omega,opel,omega,Germany,Germany,standard,1,GeneralMotors,72836,1998,85,1400,5,4,479,178.5,145.5,6.5,8.1000004,11.3,8.6333332,195,13,40475,.95536715,18829.945,18829.945,2.1495018,2.1495018,118.99036,103.98399,118.99036,103.98399,1,.15000001,81660000,3459600089088,2913660829696,1609489317888,1355505205248,19709.641,16599.379
96,Germany,168,194,OpelVauxhall,opel omega,opel,omega,Germany,Germany,standard,1,GeneralMotors,51209,1998,85,1400,5,4,479,178.5,145,6.5,8.1000004,11.3,8.6333332,195,13,41260,.95457464,18783.795,18783.795,2.1965742,2.1965742,120.76067,103.55059,120.76067,103.55059,1,.15000001,81900000,3539999916032,2952409120768,1611600363520,1344097091584,19677.66,16411.441
97,Germany,168,194,OpelVauxhall,opel omega,opel,omega,Germany,Germany,standard,1,GeneralMotors,44525,1998,85,1430,5,4,479,179,146,6.5999999,8.3000002,11.8,8.8999996,195,13,42060,.94656044,17568.467,17568.467,2.394062,2.394062,122.8764,104.66744,122.8764,104.66744,1,.15000001,82060000,3646300094464,3010680061952,1523060047872,1257561391104,18560.322,15324.901
98,Germany,168,194,OpelVauxhall,opel omega,opel,omega,Germany,Germany,standard,1,GeneralMotors,40519,1998,100,1460,5,4,478.5,178.5,145,7.5,13.8,13.8,11.7,195,13,48450,1.0584,20337.334,20337.334,2.3823183,2.3823183,124.03908,104.25507,124.03908,104.25507,1,.16,82020000,3754599907328,2771349929984,1576027815936,1163299651584,19215.164,14183.122
99,Germany,168,194,OpelVauxhall,opel omega,opel,omega,Germany,Germany,standard,1,GeneralMotors,28318,2198,106,1460,5,4,478.5,178.5,145,7.0999999,13.2,13.2,11.166666,210,11,50150,1.0684847,19630.107,19630.107,2.5547493,2.5547493,124.88038,102.97882,124.88038,102.97882,1,.16,82020000,3849660137472,,1506864136192,,18371.91,
78,Germany,169,193,OpelVauxhall,opel senator,opel,senator,Germany,Germany,luxury,1,GeneralMotors,12051,2753,103,1370,5,4,481,173,141.5,10.8,10.8,10.8,10.8,190,12,23380,1.1167682,9409.2441,9409.2441,2.4847906,2.4847906,70.38221,70.285294,70.38221,70.285294,1,.13,61310000,1283549954048,1847496802304,516562616320,743522172928,8425.4219,12127.258
79,Germany,169,193,OpelVauxhall,opel senator,opel,senator,Germany,Germany,luxury,1,GeneralMotors,18043,2753,103,1370,5,4,481,173,141.5,8.6999998,11.2,15.6,11.833333,190,10.5,24415,1.0804218,10426.395,10426.395,2.3416531,2.3416531,73.279121,73.654099,73.279121,73.654099,1,.13,61440000,1388399951872,1926054150144,592914415616,822519005184,9650.2998,13387.354
80,Germany,169,193,OpelVauxhall,opel senator,opel,senator,Germany,Germany,luxury,1,GeneralMotors,8774,2753,103,1370,5,4,481,173,141.5,8.6999998,11.2,15.6,11.833333,190,10.5,25610,1.0714797,10633.238,10633.238,2.4084854,2.4084854,77.251122,79.223083,77.251122,79.223083,1,.13,61540000,1470899945472,1945042944000,610715762688,807579287552,9923.8828,13122.835
81,Germany,169,193,OpelVauxhall,opel senator,opel,senator,Germany,Germany,luxury,1,GeneralMotors,6668,2471,100,1370,5,4,481,173,141.5,8.6999998,11,14.5,11.4,190,11.5,26480,1.0633389,9977.4834,9977.4834,2.6539757,2.6539757,82.137253,85.428757,82.137253,85.428757,1,.13,61660000,1535499960320,1947741847552,578565963776,733895852032,9383.165,11902.301
83,Germany,169,193,OpelVauxhall,opel senator,opel,senator,Germany,Germany,luxury,1,GeneralMotors,11558,1956,85,1335,5,4,481,173,141.5,7.5,9.8000002,11.9,9.7333336,180,13.5,27642,1.0177349,10075.615,10075.615,2.7434552,2.7434552,89.29586,91.763382,89.29586,91.763382,1,.13,61380000,1667100049408,1960947220480,607664406528,714772840448,9900.0391,11645.045
84,Germany,169,193,OpelVauxhall,opel senator,opel,senator,Germany,Germany,luxury,1,GeneralMotors,8426,2200,84.5,1320,5,4,484,172,141.5,7.0999999,9.3000002,10.8,9.0666666,183,11.5,29065,1.015514,9906.7949,9906.7949,2.9338448,2.9338448,91.446014,94.414894,91.446014,94.414894,1,.14,61130000,1749600043008,2016274808832,596350599168,687246606336,9755.4492,11242.379
85,Germany,169,193,OpelVauxhall,opel senator,opel,senator,Germany,Germany,luxury,1,GeneralMotors,6406,2461,103,1360,5,4,484,172,141.5,8.3000002,10.5,14.5,11.1,195,11.5,32800,1.0951295,11258.452,11258.452,2.9133668,2.9133668,93.441666,96.719856,93.441666,96.719856,1,.14,60970000,1826099953664,2062156038144,626800590848,707825762304,10280.476,11609.41
87,Germany,169,193,OpelVauxhall,opel senator,opel,senator,Germany,Germany,luxury,1,GeneralMotors,4546,2935,115,1370,5,4,484,172,141.5,7.5999999,9.8999996,14.3,10.6,210,9,44700,1.3713957,19318.635,19318.635,2.313828,2.313828,93.493172,91.932625,93.493172,91.932625,1,.14,61090000,1991199948800,2139171323904,860565274624,924516155392,14086.844,15133.674
88,Germany,169,193,OpelVauxhall,opel senator,opel,senator,Germany,Germany,luxury,1,GeneralMotors,7920,2935,115,1415,5,4,484.5,176.5,145,7.1999998,8.8999996,14.6,10.233334,220,9,45550,1.3359187,19158.564,19158.564,2.3775268,2.3775268,94.574684,93.085106,94.574684,93.085106,1,.14,61420000,2094199996416,2215993671680,880831299584,932058365952,14341.115,15175.16
89,Germany,169,193,OpelVauxhall,opel senator,opel,senator,Germany,Germany,luxury,1,GeneralMotors,4604,2935,115,1415,5,4,484.5,176.5,145,7.9000001,9.6000004,15.6,11.033334,225,9.3000002,46700,1.3019127,19657.904,19657.904,2.3756347,2.3756347,97.374329,96.026756,97.374329,96.026756,1,.14,61990000,2223600041984,2297346392064,936002519040,967045349376,15099.25,15600.021
90,Germany,169,193,OpelVauxhall,opel senator,opel,senator,Germany,Germany,luxury,1,GeneralMotors,5944,3000,130,1455,5,4,484.5,176,145,11,11,11,11,225,9,51385,1.3373975,23569.617,23569.617,2.1801372,2.1801372,100,97.678917,100,97.678917,1,.14,63230000,2429400121344,2429400121344,1114333642752,1114333642752,17623.496,17623.496
91,Germany,169,193,OpelVauxhall,opel senator,opel,senator,Germany,Germany,luxury,1,GeneralMotors,5675,2594,110,1455,5,4,484.5,176,145,7.6999998,9.3999996,14.1,10.4,213,10.3,47150,1.3215086,20640.91,20640.91,2.2842984,2.2842984,103.63621,100,103.63621,100,1,.14,79980000,2853599969280,2750569775104,1249223770112,1204120190976,15619.202,15055.267
92,Germany,169,193,OpelVauxhall,opel senator,opel,senator,Germany,Germany,luxury,1,GeneralMotors,3594,2594,110,1455,5,4,484.5,176.5,145,7.6999998,9.3999996,14.1,10.4,213,10.3,49000,1.2836293,22441.865,22441.865,2.1834192,2.1834192,108.87804,101.4419,108.87804,101.4419,1,.14,80570000,3075600023552,2811102232576,1408616366080,1287477133312,17483.137,15979.609
71,Germany,170,196,OpelVauxhall,opel/vxhall ascona,opel,ascona,Germany,Germany,intermediate,1,GeneralMotors,107921,1584,50.5,910,5,2,412.5,162.5,138.5,10,10,10,10,145,18,7645,.62495774,2185.3403,2185.3403,3.4983108,3.4983108,49.550156,50.209541,49.550156,50.209541,1,.13,61290000,749749993472,1531532148736,214317711360,437791916032,3496.781,7142.9585
72,Germany,170,196,OpelVauxhall,opel/vxhall ascona,opel,ascona,Germany,Germany,intermediate,1,GeneralMotors,114418,1584,50,910,5,2,412.5,162.5,138.5,10,10,10,10,145,18,7895,.59151119,2285.345,2285.345,3.4546206,3.4546206,52.273258,51.53933,52.273258,51.53933,1,.13,61670000,823119970304,1597558882304,238266384384,462441185280,3863.5703,7498.6411
73,Germany,170,196,OpelVauxhall,opel/vxhall ascona,opel,ascona,Germany,Germany,intermediate,1,GeneralMotors,122675,1584,50,940,5,2,412.5,162.5,138.5,10,10,10,10,145,10,8475,.57257646,2706.7327,2706.7327,3.1310813,3.1310813,55.92981,54.964539,55.92981,54.964539,1,.13,61970000,917249982464,1674477699072,292949917696,534792142848,4727.2861,8629.8555
74,Germany,170,196,OpelVauxhall,opel/vxhall ascona,opel,ascona,Germany,Germany,intermediate,1,GeneralMotors,73024,1187,44,940,5,2,412.5,162.5,138.5,10,10,10,10,145,10,9043,.57019067,2958.8511,2958.8511,3.0562539,3.0562539,59.824554,62.322693,59.824554,62.322693,1,.13,62040000,983929978880,1679779168256,321939865600,549620285440,5189.2305,8859.1279
75,Germany,170,196,OpelVauxhall,opel/vxhall ascona,opel,ascona,Germany,Germany,intermediate,1,GeneralMotors,96927,1187,44,920,5,2,432,167,138,8.3000002,8.3000002,8.3000002,8.3000002,142,19,9995,.6019606,3330.1843,3330.1843,3.0013354,3.0013354,63.378105,65.215988,63.378105,65.215988,1,.13,61830000,1026630025216,1658477084672,342057746432,552579694592,5532.2295,8937.0811
76,Germany,170,196,OpelVauxhall,opel/vxhall ascona,opel,ascona,Germany,Germany,intermediate,1,GeneralMotors,149613,1187,44,895,5,2,432,167,138,8.3000002,8.3000002,8.3000002,8.3000002,142,19,10490,.57584995,3664.7964,3664.7964,2.8623691,2.8623691,66.101212,67.617668,66.101212,67.617668,1,.13,61510000,1120500056064,1740022611968,391458979840,607895945216,6364.1519,9882.8799
77,Germany,170,196,OpelVauxhall,opel/vxhall ascona,opel,ascona,Germany,Germany,intermediate,1,GeneralMotors,153756,1187,44,915,5,4,432,167,138,7.9000001,7.9000001,7.9000001,7.9000001,142,19,10945,.56222594,4077.7146,4077.7146,2.6841016,2.6841016,68.541054,69.487427,68.541054,69.487427,1,.13,61400000,1195290001408,1792554827776,445322199040,667841658880,7252.8047,10876.9
78,Germany,170,196,OpelVauxhall,opel/vxhall ascona,opel,ascona,Germany,Germany,intermediate,1,GeneralMotors,142013,1187,44,915,5,4,432,167,138,7.9000001,7.9000001,7.9000001,7.9000001,142,19,11460,.54739791,4612.0586,4612.0586,2.4847906,2.4847906,70.38221,70.285294,70.38221,70.285294,1,.13,61310000,1283549954048,1847496802304,516562616320,743522172928,8425.4219,12127.258
79,Germany,170,196,OpelVauxhall,opel/vxhall ascona,opel,ascona,Germany,Germany,intermediate,1,GeneralMotors,107385,1297,44,895,5,2,433.5,167,138,7,9.5,10.2,8.8999996,145,18,12545,.55514604,5357.3262,5357.3262,2.3416531,2.3416531,73.279121,73.654099,73.279121,73.654099,1,.13,61440000,1388399951872,1926054150144,592914415616,822519005184,9650.2998,13387.354
80,Germany,170,196,OpelVauxhall,opel ascona,opel,ascona,Germany,Germany,intermediate,1,GeneralMotors,76284,1297,44,915,5,4,433.5,167,138,7,9.5,10.2,8.8999996,145,18,12915,.54034203,5362.291,5362.291,2.4084854,2.4084854,77.251122,79.223083,77.251122,79.223083,1,.13,61540000,1470899945472,1945042944000,610715762688,807579287552,9923.8828,13122.835
81,Germany,170,196,OpelVauxhall,opel ascona,opel,ascona,Germany,Germany,intermediate,1,GeneralMotors,84841,1297,55,950,5,4,436.5,167,139.5,6.1999998,8.3999996,9.8000002,8.1333332,160,15,14250,.5722273,5369.3032,5369.3032,2.6539757,2.6539757,82.137253,85.428757,82.137253,85.428757,1,.13,61660000,1535499960320,1947741847552,578565963776,733895852032,9383.165,11902.301
82,Germany,170,196,OpelVauxhall,opel ascona,opel,ascona,Germany,Germany,intermediate,1,GeneralMotors,125083,1297,55,920,5,4,436.5,167,139.5,6.1999998,8.3999996,9.8000002,8.1333332,160,15,15120,.58692545,5649.2207,5649.2207,2.6764753,2.6764753,86.463318,90.44165,86.463318,90.44165,1,.13,61600000,1586899976192,1927403667456,592906616832,720127590400,9625.1074,11690.383
83,Germany,170,196,OpelVauxhall,opel ascona,opel,ascona,Germany,Germany,intermediate,1,GeneralMotors,117782,1297,55,920,5,4,436.5,167,139.5,6.1999998,8.3999996,9.8000002,8.1333332,160,15,15430,.56810832,5624.2944,5624.2944,2.7434552,2.7434552,89.29586,91.763382,89.29586,91.763382,1,.13,61380000,1667100049408,1960947220480,607664406528,714772840448,9900.0391,11645.045
84,Germany,170,196,OpelVauxhall,opel ascona,opel,ascona,Germany,Germany,intermediate,1,GeneralMotors,97954,1297,55,920,5,4,436.5,167,139.5,5.8000002,7.8000002,8.8999996,7.5,160,15.5,16315,.57003653,5560.9624,5560.9624,2.9338448,2.9338448,91.446014,94.414894,91.446014,94.414894,1,.14,61130000,1749600043008,2016274808832,596350599168,687246606336,9755.4492,11242.379
85,Germany,170,196,OpelVauxhall,opel ascona,opel,ascona,Germany,Germany,intermediate,1,GeneralMotors,73100,1297,55,920,5,4,436.5,167,139.5,5.8000002,7.8000002,8.8999996,7.5,160,15.5,17425,.58178759,5981.0527,5981.0527,2.9133668,2.9133668,93.441666,96.719856,93.441666,96.719856,1,.14,60970000,1826099953664,2062156038144,626800590848,707825762304,10280.476,11609.41
86,Germany,170,196,OpelVauxhall,opel ascona,opel,ascona,Germany,Germany,intermediate,1,GeneralMotors,82034,1598,40,965,5,4,436.5,167,139.5,6.5999999,8.5,10.3,8.4666672,160,14.5,19495,.61693549,7756.9883,7756.9883,2.5132177,2.5132177,93.209915,94.277885,93.209915,94.277885,1,.14,61010000,1927900037120,2110158143488,767104253952,839624097792,12573.418,13762.073
