ye,ma,co,zcode,brd,type,brand,model,org,loc,cla,home,frm,qu,cy,hp,we,pl,do,le,wi,he,li1,li2,li3,li,sp,ac,pr,princ,eurpr,exppr,avexr,avdexr,avcpr,avppr,avdcpr,avdppr,xexr,tax,pop,ngdp,rgdp,engdp,ergdp,engdpc,ergdpc
90,Belgium,134,159,Mercedes,mercedes 200-300,mercedes,200,Germany,Germany,luxury,0,Mercedes,7718,1997,77,1300,5,4,474,174,142.5,8.6000004,8.6000004,8.6000004,8.6000004,185,13,1010000,1.5363268,22439.082,463273.59,2.1801372,45.010754,100,97.678917,100,100,20.645836,.25,9970000,6554400063488,6554400063488,145618534400,145618534400,14605.671,14605.671
91,Belgium,134,159,Mercedes,mercedes 200-300,mercedes,200,Germany,Germany,luxury,0,Mercedes,8383,1996,93,1340,5,4,474,174,143,6.3000002,8.1999998,11.4,8.6333332,193,12,1115000,1.6200119,23697.887,488114.84,2.2842984,47.05061,103.63621,100,103.20855,98.951965,20.597401,.25,9980000,6868899987456,6659199991808,145989599232,141532708864,14628.217,14181.634
92,Belgium,134,159,Mercedes,mercedes 200-300,mercedes,200,Germany,Germany,luxury,0,Mercedes,11856,1996,93,1340,5,4,474,174,143,6.3000002,8.1999998,11.4,8.6333332,193,12,1101790,1.5318304,24519.295,504616.78,2.1834192,44.935631,108.87804,101.4419,105.71643,97.173737,20.580395,.19499999,10050000,7228599828480,6758599753728,160865665024,150406250496,16006.534,14965.796
93,Belgium,136,160,Mercedes,mercedes C,mercedes,C,Germany,Germany,luxury,0,Mercedes,3519,1799,90,1280,5,4,448.5,172,141.5,6.4000001,8.1000004,11,8.5,193,12.2,898640,1.2232338,18492.49,386729.91,2.323689,48.594864,113.73126,101.60027,108.62782,94.70903,20.912809,.19499999,10080000,7405199949824,6659700162560,152386469888,137045352448,15117.705,13595.77
94,Belgium,136,160,Mercedes,mercedes C,mercedes,C,Germany,Germany,luxury,0,Mercedes,7348,1799,90,1280,5,4,448.5,172,141.5,6.4000001,8.1000004,11,8.5,193,12.2,906160,1.1768917,19138.074,393744.78,2.3013892,47.348545,116.84009,102.2087,111.21077,96.222595,20.573896,.205,10090000,7768900108288,6831000256512,164078960640,144270540800,16261.542,14298.369
95,Belgium,136,160,Mercedes,mercedes C,mercedes,C,Germany,Germany,luxury,0,Mercedes,6179,1799,90,1280,5,4,448.5,172,141.5,6.4000001,8.1000004,11,8.5,193,12.2,931465,1.1706666,21104.139,433339.94,2.1495018,44.136604,118.99036,103.98399,112.84203,99.307602,20.533411,.205,10140000,8068100259840,6990699954176,182798385152,158387814400,18027.455,15620.1
96,Belgium,136,160,Mercedes,mercedes C,mercedes,C,Germany,Germany,luxury,0,Mercedes,5216,1799,90,1280,5,4,448.5,172,141,6.4000001,8.1000004,11,8.5,193,12.2,978000,1.196431,21637.654,445238.78,2.1965742,45.198986,120.76067,103.55059,115.16536,101.31741,20.577036,.20999999,10160000,8305099931648,7080900034560,183745265664,156660596736,18085.164,15419.35
97,Belgium,136,160,Mercedes,mercedes C,mercedes,C,Germany,Germany,luxury,0,Mercedes,5100,1797,90,1275,5,4,449,172,141,7.1999998,12.7,12.7,10.866667,193,12,980000,1.1510806,19816.555,409346.13,2.394062,49.453602,122.8764,104.66744,117.03963,105.13853,20.656775,.20999999,10190000,8675499966464,7334250151936,175427059712,148305674240,17215.609,14554.041
98,Belgium,136,160,Mercedes,mercedes C,mercedes,C,Germany,Germany,luxury,0,Mercedes,5552,1797,90,1275,5,4,451.5,172.5,143,7.1999998,12.7,12.7,10.866667,193,12,998000,1.1219792,20266.357,418919.69,2.3823183,49.244171,124.03908,104.25507,118.16418,103.15016,20.670694,.20999999,10190000,9063999995904,8031429984256,184062394368,163094020096,18063.041,16005.302
99,Belgium,136,160,Mercedes,mercedes C,mercedes,C,Germany,Germany,luxury,0,Mercedes,4962,1797,90,1350,5,4,451.5,172.5,143,7.1999998,12.7,12.7,10.866667,193,12,1030406,1.1123254,19554.936,403329.59,2.5547493,52.692886,124.88038,102.97882,119.49971,102.41924,20.625463,.20999999,10190000,9439537004544,,179142524928,,17580.229,
93,Belgium,137,159,Mercedes,mercedes E,mercedes,E,Germany,Germany,luxury,0,Mercedes,7707,1996,100,1360,5,4,474,174,142,6.5999999,8,11.3,8.6333332,200,11.5,1125690,1.5322956,23164.793,484440.91,2.323689,48.594864,113.73126,101.60027,108.62782,94.70903,20.912809,.19499999,10080000,7405199949824,6659700162560,152386469888,137045352448,15117.705,13595.77
94,Belgium,137,159,Mercedes,mercedes E,mercedes,E,Germany,Germany,luxury,0,Mercedes,5773,1996,100,1360,5,4,474,174,143,6.5999999,8,11.3,8.6333332,200,11.5,1158005,1.50398,24457.035,503176.5,2.3013892,47.348545,116.84009,102.2087,111.21077,96.222595,20.573896,.205,10090000,7768900108288,6831000256512,164078960640,144270540800,16261.542,14298.369
95,Belgium,137,159,Mercedes,mercedes E,mercedes,E,Germany,Germany,luxury,0,Mercedes,4499,1998,100,1380,5,4,474,174,143,6.5999999,8,11.3,8.6333332,200,11.5,1198975,1.5068735,27165.094,557792.06,2.1495018,44.136604,118.99036,103.98399,112.84203,99.307602,20.533411,.205,10140000,8068100259840,6990699954176,182798385152,158387814400,18027.455,15620.1
96,Belgium,137,159,Mercedes,mercedes E,mercedes,E,Germany,Germany,luxury,0,Mercedes,7860,1996,100,1370,5,5,480,180,143,6.0999999,7.5999999,10.9,8.1999998,205,11.3,1358000,1.6613021,30044.922,618235.44,2.1965742,45.198986,120.76067,103.55059,115.16536,101.31741,20.577036,.20999999,10160000,8305099931648,7080900034560,183745265664,156660596736,18085.164,15419.35
97,Belgium,137,159,Mercedes,mercedes E,mercedes,E,Germany,Germany,luxury,0,Mercedes,6635,1998,100,1365,5,4,480,180,143,6.9000001,12.8,12.8,10.833334,205,11.4,1252000,1.4705642,25316.66,522960.56,2.394062,49.453602,122.8764,104.66744,117.03963,105.13853,20.656775,.20999999,10190000,8675499966464,7334250151936,175427059712,148305674240,17215.609,14554.041
98,Belgium,137,159,Mercedes,mercedes E,mercedes,E,Germany,Germany,luxury,0,Mercedes,5659,1998,100,1365,5,4,480,180,144,6.9000001,12.8,12.8,10.833334,205,11.4,1290000,1.4502537,26195.994,541489.38,2.3823183,49.244171,124.03908,104.25507,118.16418,103.15016,20.670694,.20999999,10190000,9063999995904,8031429984256,184062394368,163094020096,18063.041,16005.302
99,Belgium,137,159,Mercedes,mercedes E,mercedes,E,Germany,Germany,luxury,0,Mercedes,5661,1998,100,1365,5,4,480,180,144,6.9000001,12.8,12.8,10.833334,205,11.4,1348167,1.4553491,25585.371,527710.13,2.5547493,52.692886,124.88038,102.97882,119.49971,102.41924,20.625463,.20999999,10190000,9439537004544,,179142524928,,17580.229,
79,Belgium,138,174,Mitsubishi,mitsubishi colt,mitsubishi,colt,JapanKorea,Japan,compact,0,Mitsubishi,4435,1244,41,790,5,3,379,158.5,135,9,10,11,10,147,,149950,.45195824,3989.6807,517.28406,289.87943,37.584461,75.739647,94.125214,60.118504,,.1296555,.25,9840000,3264699957248,5229430439936,86863020032,139138105344,8827.543,14140.052
80,Belgium,138,174,Mitsubishi,mitsubishi colt,mitsubishi,colt,JapanKorea,Japan,compact,0,Mitsubishi,6644,1244,40.5,790,5,3,379,158.5,135,9,10,11,10,147,,149950,.42099175,3881.3813,527.05914,284.50317,38.633152,81.631805,110.84858,64.116974,72.714607,.13579164,.25,9850000,3508400029696,5446300073984,90813194240,140974784512,9219.6133,14312.161
81,Belgium,138,174,Mitsubishi,mitsubishi colt,mitsubishi,colt,JapanKorea,Japan,compact,0,Mitsubishi,5308,1244,40.5,790,5,3,379,158.5,135,9,10,11,10,147,,171200,.46134824,3897.7166,657.6228,260.3316,43.923153,85.648804,112.41151,69.007988,82.946632,.16872002,.25,9850000,3655199883264,5378299920384,83218063360,122447945728,8448.5342,12431.264
82,Belgium,138,174,Mitsubishi,mitsubishi colt,mitsubishi,colt,JapanKorea,Japan,compact,0,Mitsubishi,4923,1244,40.5,775,5,3,379,158.5,135,5.9000001,8.1999998,7.5,7.1999998,147,,197450,.49199083,3828.4653,717.97906,275.00803,51.574192,87.990669,114.41574,75.029518,94.111588,.18753704,.25,9860000,3957100118016,5454200045568,76726362112,105754443776,7781.5781,10725.603
83,Belgium,138,174,Mitsubishi,mitsubishi colt,mitsubishi,colt,JapanKorea,Japan,compact,0,Mitsubishi,3387,1244,40.5,760,5,3,379,158.5,135,5.9000001,8.1999998,7.5,7.1999998,147,,221200,.5206818,3998.656,878.70282,251.73471,55.318588,89.657471,111.87827,80.779312,100.43012,.21974954,.25,9860000,4188800024576,5453800013824,75721383936,98588925952,7679.6533,9998.877
84,Belgium,138,174,Mitsubishi,mitsubishi colt,mitsubishi,colt,JapanKorea,Japan,compact,0,Mitsubishi,3518,1244,40.5,775,5,3,387,163.5,134,6,7.5,8,7.1666665,150,,249990,.54622644,4200.1431,1025.1523,243.85645,59.519402,91.674309,111.58408,85.906792,108.03296,.24407557,.25,9860000,4512599769088,5588500086784,75817287680,93893754880,7689.3799,9522.6934
85,Belgium,138,174,Mitsubishi,mitsubishi colt,mitsubishi,colt,JapanKorea,Japan,compact,0,Mitsubishi,3229,1198,40,775,5,3,387,163.5,134,6,7.5,8,7.1666665,150,,259990,.53026259,4412.0137,1095.917,237.23512,58.927742,93.54113,110.32454,90.088455,110.84995,.24839383,.25,9860000,4834399879168,5644800229376,82039455744,95791898624,8320.4316,9715.2031
86,Belgium,138,174,Mitsubishi,mitsubishi colt,mitsubishi,colt,JapanKorea,Japan,compact,0,Mitsubishi,4188,1244,40,775,5,3,387,163.5,134,5.5999999,7.5999999,8.1999998,7.1333332,150,14.9,286800,.55612659,5534.4878,1471.2914,194.9308,51.820515,94.124512,100.24823,91.255554,98.115952,.26584056,.25,9860000,5084899966976,5728999833600,98125234176,110554669056,9951.8496,11212.441
87,Belgium,138,174,Mitsubishi,mitsubishi colt,mitsubishi,colt,JapanKorea,Japan,compact,0,Mitsubishi,4366,1198,44,800,5,3,387,163.5,136,5.5999999,7.5999999,8.1999998,7.1333332,150,14.9,284990,.52886069,5923.0239,1545.0933,184.44841,48.115623,94.232849,96.488007,92.674103,93.25135,.26086223,.25,9870000,5318699909120,5864300216320,110539980800,121879339008,11199.593,12348.464
88,Belgium,138,174,Mitsubishi,mitsubishi colt,mitsubishi,colt,JapanKorea,Japan,compact,0,Mitsubishi,3522,1198,44,800,5,3,387,163.5,136,5.5999999,7.5,8.1999998,7.0999999,150,,284990,.49589616,5720.4966,1650.9932,172.61731,49.819103,94.874573,95.531853,93.751022,94.784035,.28861013,.25,9900000,5689499975680,6141100163072,114203181056,123267981312,11535.675,12451.312
89,Belgium,138,174,Mitsubishi,mitsubishi colt,mitsubishi,colt,JapanKorea,Japan,compact,0,Mitsubishi,2349,1299,51,850,5,3,395,167,138,5.1999998,7.0999999,8.1999998,6.833333,157,,352500,.56812435,7068.876,1966.2504,179.27524,49.866486,97.033081,97.986572,96.662415,101.00563,.27815601,.25,9940000,6167400022016,6361400213504,123678253056,127568650240,12442.48,12833.868
90,Belgium,138,174,Mitsubishi,mitsubishi colt,mitsubishi,colt,JapanKorea,Japan,compact,0,Mitsubishi,2753,1300,55,850,5,3,395,167,138,6.8000002,6.8000002,6.8000002,6.8000002,157,13.9,349000,.53086931,7753.7026,1767.0618,197.50301,45.010754,100,100,100,100,.22789907,.25,9970000,6554400063488,6554400063488,145618534400,145618534400,14605.671,14605.671
91,Belgium,138,174,Mitsubishi,mitsubishi colt,mitsubishi,colt,JapanKorea,Japan,compact,0,Mitsubishi,2924,1299,55,850,5,3,395,167,138,6,7.5,9,7.5,163,12.3,359960,.52299505,7650.4854,1967.1771,182.98302,47.05061,103.26694,100.17468,103.20855,98.951965,.25713101,.25,9980000,6868899987456,6659199991808,145989599232,141532708864,14628.217,14181.634
92,Belgium,138,174,Mitsubishi,mitsubishi colt,mitsubishi,colt,JapanKorea,Japan,compact,0,Mitsubishi,1933,1299,55,890,5,3,395,169,136.5,5.4000001,7.0999999,8.3000002,6.9333334,170,,394960,.54911709,8789.4619,2226.9417,177.35535,44.935631,105.05042,98.685303,105.71643,97.173737,.25336495,.19499999,10050000,7228599828480,6758599753728,160865665024,150406250496,16006.534,14965.796
93,Belgium,138,174,Mitsubishi,mitsubishi colt,mitsubishi,colt,JapanKorea,Japan,compact,0,Mitsubishi,1225,1299,55,890,5,3,395.5,169,136.5,5.4000001,7.0999999,8.3000002,6.9333334,170,12.5,419960,.57165194,8642.0654,2730.3921,153.80942,48.594864,106.37553,94.961479,108.62782,94.70903,.31594205,.19499999,10080000,7405199949824,6659700162560,152386469888,137045352448,15117.705,13595.77
94,Belgium,138,174,Mitsubishi,mitsubishi colt,mitsubishi,colt,JapanKorea,Japan,compact,0,Mitsubishi,1029,1299,55,890,5,3,395.5,169,136.5,5.4000001,7.0999999,8.3000002,6.9333334,170,12.5,399960,.51945531,8447.1445,2761.9651,144.80994,47.348545,107.11726,93.028763,111.21077,96.222595,.32697028,.205,10090000,7768900108288,6831000256512,164078960640,144270540800,16261.542,14298.369
95,Belgium,138,174,Mitsubishi,mitsubishi colt,mitsubishi,colt,JapanKorea,Japan,compact,0,Mitsubishi,1523,1299,55,890,5,3,395.5,169,136.5,5.4000001,7.0999999,8.3000002,6.9333334,170,12.5,359960,.45239824,8155.5889,2512.4817,143.26871,44.136604,107.01917,92.179031,112.84203,99.307602,.30806869,.205,10140000,8068100259840,6990699954176,182798385152,158387814400,18027.455,15620.1
96,Belgium,138,174,Mitsubishi,mitsubishi colt,mitsubishi,colt,JapanKorea,Japan,compact,0,Mitsubishi,1961,1299,55,920,5,3,429,169,139,5.0999999,6.5,7.8000002,6.4666667,170,12.5,333333,.40778115,7374.7896,2084.1196,159.93948,45.198986,107.16185,92.2789,115.16536,101.31741,.28260055,.20999999,10160000,8305099931648,7080900034560,183745265664,156660596736,18085.164,15419.35
97,Belgium,138,174,Mitsubishi,mitsubishi colt,mitsubishi,colt,JapanKorea,Japan,compact,0,Mitsubishi,1096,1299,55,920,5,3,387,168,137,5.0999999,6.5,7.8000002,6.4666667,170,12.5,379960,.4462904,7683.1611,2263.781,167.84309,49.453602,108.98994,93.677063,117.03963,105.13853,.29464185,.20999999,10190000,8675499966464,7334250151936,175427059712,148305674240,17215.609,14554.041
98,Belgium,138,174,Mitsubishi,mitsubishi colt,mitsubishi,colt,JapanKorea,Japan,compact,0,Mitsubishi,1500,1299,55,945,5,3,387,168,137,5.0999999,6.5,7.8000002,6.4666667,170,12.5,339960,.38219246,6903.5581,1909.3707,178.04819,49.244171,109.699,92.213631,118.16418,103.15016,.27657777,.20999999,10190000,9063999995904,8031429984256,184062394368,163094020096,18063.041,16005.302
99,Belgium,138,174,Mitsubishi,mitsubishi colt,mitsubishi,colt,JapanKorea,Japan,compact,0,Mitsubishi,1323,1299,55,945,5,3,387,168,137,5.0999999,6.5,7.8000002,6.4666667,170,12.5,339960,.36698753,6451.7246,2215.4807,153.44751,52.692886,109.34683,89.114082,119.49971,102.41924,.34339356,.20999999,10190000,9439537004544,,179142524928,,17580.229,
76,Belgium,139,170,Mitsubishi,mitsubishi lancer,mitsubishi,lancer,JapanKorea,Japan,intermediate,0,Mitsubishi,2630,1238,50,820,5,4,396,152.5,136,8,9.5,11,9.5,150,,137450,.51214844,3124.2952,404.20779,340.04788,43.993923,64.780396,88.360764,51.429401,,.12937567,.25,9810000,2632800010240,4948303020032,59844628480,112476962816,6100.3701,11465.542
77,Belgium,139,170,Mitsubishi,mitsubishi lancer,mitsubishi,lancer,JapanKorea,Japan,intermediate,0,Mitsubishi,2647,1238,40.5,840,5,4,399.5,153.5,136,7.4000001,7.4000001,7.4000001,7.4000001,145,,142450,.49137947,3431.6299,461.68967,308.54059,41.510887,70.089172,90.024826,55.084106,,.13453947,.25,9820000,2846799953920,4976879337472,68579598336,119893352448,6983.666,12209.099
78,Belgium,139,170,Mitsubishi,mitsubishi lancer,mitsubishi,lancer,JapanKorea,Japan,intermediate,0,Mitsubishi,2677,1238,40,840,5,4,399.5,153.5,136,7.4000001,7.4000001,7.4000001,7.4000001,145,,144950,.46600553,3713.5142,565.87689,256.15112,39.033108,72.997749,87.735588,57.546692,,.15238312,.25,9830000,3057599905792,5118832934912,78333501440,131140796416,7968.8203,13340.874
79,Belgium,139,170,Mitsubishi,mitsubishi lancer,mitsubishi,lancer,JapanKorea,Japan,intermediate,0,Mitsubishi,760,1238,41,835,5,2,422.5,162,138,7.4000001,7.4000001,7.4000001,7.4000001,150,,132500,.39936289,3525.3931,457.08661,289.87943,37.584461,75.739647,94.125214,60.118504,,.1296555,.25,9840000,3264699957248,5229430439936,86863020032,139138105344,8827.543,14140.052
80,Belgium,139,170,Mitsubishi,mitsubishi lancer,mitsubishi,lancer,JapanKorea,Japan,intermediate,0,Mitsubishi,4318,1244,40.5,835,5,4,422.5,162,138,7.4000001,7.4000001,7.4000001,7.4000001,150,,174950,.49118045,4528.4941,614.93164,284.50317,38.633152,81.631805,110.84858,64.116974,72.714607,.13579164,.25,9850000,3508400029696,5446300073984,90813194240,140974784512,9219.6133,14312.161
81,Belgium,139,170,Mitsubishi,mitsubishi lancer,mitsubishi,lancer,JapanKorea,Japan,intermediate,0,Mitsubishi,2615,1244,40.5,835,5,4,422.5,162,138,7.4000001,7.4000001,7.4000001,7.4000001,150,,198700,.53545499,4523.8101,763.25732,260.3316,43.923153,85.648804,112.41151,69.007988,82.946632,.16872002,.25,9850000,3655199883264,5378299920384,83218063360,122447945728,8448.5342,12431.264
82,Belgium,139,170,Mitsubishi,mitsubishi lancer,mitsubishi,lancer,JapanKorea,Japan,intermediate,0,Mitsubishi,1539,1244,40.5,895,5,4,423,162,138,6.5,9.8000002,8.6999998,8.333333,140,,229950,.57297182,4458.6255,836.15741,275.00803,51.574192,87.990669,114.41574,75.029518,94.111588,.18753704,.25,9860000,3957100118016,5454200045568,76726362112,105754443776,7781.5781,10725.603
83,Belgium,139,170,Mitsubishi,mitsubishi lancer,mitsubishi,lancer,JapanKorea,Japan,intermediate,0,Mitsubishi,1206,1244,40.5,895,5,4,423,162,138,6.5,9.8000002,8.6999998,8.333333,140,,262450,.61778003,4744.3364,1042.5658,251.73471,55.318588,89.657471,111.87827,80.779312,100.43012,.21974954,.25,9860000,4188800024576,5453800013824,75721383936,98588925952,7679.6533,9998.877
84,Belgium,139,170,Mitsubishi,mitsubishi lancer,mitsubishi,lancer,JapanKorea,Japan,intermediate,0,Mitsubishi,1419,1244,40.5,895,5,4,423,162,138,6.5,9.8000002,8.6999998,8.333333,140,,284990,.62270123,4788.1865,1168.6794,243.85645,59.519402,91.674309,111.58408,85.906792,108.03296,.24407557,.25,9860000,4512599769088,5588500086784,75817287680,93893754880,7689.3799,9522.6934
85,Belgium,139,170,Mitsubishi,mitsubishi lancer,mitsubishi,lancer,JapanKorea,Japan,intermediate,0,Mitsubishi,1830,1198,40,895,5,4,423,162,138,6.5,9.8000002,8.6999998,8.333333,140,,294990,.60164684,5005.9614,1243.45,237.23512,58.927742,93.54113,110.32454,90.088455,110.84995,.24839383,.25,9860000,4834399879168,5644800229376,82039455744,95791898624,8320.4316,9715.2031
86,Belgium,139,170,Mitsubishi,mitsubishi lancer,mitsubishi,lancer,JapanKorea,Japan,intermediate,0,Mitsubishi,2775,1244,40,800,5,4,412.5,163.5,136,5.5999999,7.5,8.1999998,7.0999999,150,14.9,323580,.62744576,6244.2451,1659.9736,194.9308,51.820515,94.124512,100.24823,91.255554,98.115952,.26584056,.25,9860000,5084899966976,5728999833600,98125234176,110554669056,9951.8496,11212.441
87,Belgium,139,170,Mitsubishi,mitsubishi lancer,mitsubishi,lancer,JapanKorea,Japan,intermediate,0,Mitsubishi,2774,1198,44,800,5,4,412.5,163.5,136,5.5999999,7.5999999,8.1999998,7.1333332,150,14.9,343490,.63742012,7138.8452,1862.2551,184.44841,48.115623,94.232849,96.488007,92.674103,93.25135,.26086223,.25,9870000,5318699909120,5864300216320,110539980800,121879339008,11199.593,12348.464
88,Belgium,139,170,Mitsubishi,mitsubishi lancer,mitsubishi,lancer,JapanKorea,Japan,intermediate,0,Mitsubishi,2213,1198,44,820,5,4,412.5,163.5,136,5.5999999,7.5,8.1999998,7.0999999,150,,343490,.59768891,6894.7446,1989.8932,172.61731,49.819103,94.874573,95.531853,93.751022,94.784035,.28861013,.25,9900000,5689499975680,6141100163072,114203181056,123267981312,11535.675,12451.312
89,Belgium,139,170,Mitsubishi,mitsubishi lancer,mitsubishi,lancer,JapanKorea,Japan,intermediate,0,Mitsubishi,1845,1299,51,880,5,4,423.5,167,140.5,5.1999998,7.0999999,8.1999998,6.833333,157,,425000,.68497264,8522.7578,2370.6565,179.27524,49.866486,97.033081,97.986572,96.662415,101.00563,.27815601,.25,9940000,6167400022016,6361400213504,123678253056,127568650240,12442.48,12833.868
90,Belgium,139,170,Mitsubishi,mitsubishi lancer,mitsubishi,lancer,JapanKorea,Japan,intermediate,0,Mitsubishi,2327,1300,55,880,5,4,423.5,167,140.5,6.8000002,6.8000002,6.8000002,6.8000002,157,13.9,415000,.63126296,9220.0186,2101.2339,197.50301,45.010754,100,100,100,100,.22789907,.25,9970000,6554400063488,6554400063488,145618534400,145618534400,14605.671,14605.671
91,Belgium,139,170,Mitsubishi,mitsubishi lancer,mitsubishi,lancer,JapanKorea,Japan,intermediate,0,Mitsubishi,2209,1468,66,890,5,4,423.5,167,140.5,5.1999998,7,8.6000004,6.9333334,170,11.7,429960,.62469983,9138.2451,2349.7263,182.98302,47.05061,103.26694,100.17468,103.20855,98.951965,.25713101,.25,9980000,6868899987456,6659199991808,145989599232,141532708864,14628.217,14181.634
92,Belgium,139,170,Mitsubishi,mitsubishi lancer,mitsubishi,lancer,JapanKorea,Japan,intermediate,0,Mitsubishi,1867,1299,55,965,5,4,427,169,138.5,5.4000001,7.0999999,8.3000002,6.9333334,170,11.7,420602,.58476746,9360.0996,2371.5215,177.35535,44.935631,105.05042,98.685303,105.71643,97.173737,.25336495,.19499999,10050000,7228599828480,6758599753728,160865665024,150406250496,16006.534,14965.796
93,Belgium,139,170,Mitsubishi,mitsubishi lancer,mitsubishi,lancer,JapanKorea,Japan,intermediate,0,Mitsubishi,1484,1597,83,1020,5,4,427,169,138.5,5.5999999,7.1999998,8.8999996,7.2333331,190,10.2,559960,.76222068,11523.028,3640.6094,153.80942,48.594864,106.37553,94.961479,108.62782,94.70903,.31594205,.19499999,10080000,7405199949824,6659700162560,152386469888,137045352448,15117.705,13595.77
94,Belgium,139,170,Mitsubishi,mitsubishi lancer,mitsubishi,lancer,JapanKorea,Japan,intermediate,0,Mitsubishi,1046,1298,55,890,5,4,395.5,169,136.5,5.4000001,7.0999999,8.3000002,6.9333334,170,12.5,499960,.64933211,10559.142,3452.5254,144.80994,47.348545,107.11726,93.028763,111.21077,96.222595,.32697028,.205,10090000,7768900108288,6831000256512,164078960640,144270540800,16261.542,14298.369
95,Belgium,139,170,Mitsubishi,mitsubishi lancer,mitsubishi,lancer,JapanKorea,Japan,intermediate,0,Mitsubishi,934,1298,55,910,5,4,427,169,138.5,5.4000001,7.0999999,8.3000002,6.9333334,170,12.5,469960,.59064639,10647.852,3280.2698,143.26871,44.136604,107.01917,92.179031,112.84203,99.307602,.30806869,.205,10140000,8068100259840,6990699954176,182798385152,158387814400,18027.455,15620.1
96,Belgium,139,170,Mitsubishi,mitsubishi lancer,mitsubishi,lancer,JapanKorea,Japan,intermediate,0,Mitsubishi,835,1597,83,945,5,5,387,168,137,7,10,10,9,180,10.5,544960,.6666739,12056.907,3407.2888,159.93948,45.198986,107.16185,92.2789,115.16536,101.31741,.28260055,.20999999,10160000,8305099931648,7080900034560,183745265664,156660596736,18085.164,15419.35
97,Belgium,139,170,Mitsubishi,mitsubishi lancer,mitsubishi,lancer,JapanKorea,Japan,intermediate,0,Mitsubishi,331,1299,55,920,5,4,387,168,137,5.0999999,6.5,7.8000002,6.4666667,170,12.5,479960,.56374764,9705.2588,2859.5754,167.84309,49.453602,108.98994,93.677063,117.03963,105.13853,.29464185,.20999999,10190000,8675499966464,7334250151936,175427059712,148305674240,17215.609,14554.041
98,Belgium,139,170,Mitsubishi,mitsubishi lancer,mitsubishi,lancer,JapanKorea,Japan,intermediate,0,Mitsubishi,152,1299,55,945,5,4,429,169,139,5.0999999,6.5,7.8000002,6.4666667,170,12.5,479960,.53958434,9746.5342,2695.6748,178.04819,49.244171,109.699,92.213631,118.16418,103.15016,.27657777,.20999999,10190000,9063999995904,8031429984256,184062394368,163094020096,18063.041,16005.302
79,Belgium,140,169,Mitsubishi,mitsubishi sapporo,mitsubishi,sapporo,JapanKorea,Japan,standard,0,Mitsubishi,1533,1597,55,1055,5,2,443,167.5,133,9,11.5,14,11.5,152,,243700,.73452634,6484.0625,840.6944,289.87943,37.584461,75.739647,94.125214,60.118504,,.1296555,.25,9840000,3264699957248,5229430439936,86863020032,139138105344,8827.543,14140.052
80,Belgium,140,169,Mitsubishi,mitsubishi sapporo,mitsubishi,sapporo,JapanKorea,Japan,standard,0,Mitsubishi,809,1597,55,985,5,4,430,165,136,9,11.5,14,11.5,152,,243700,.68419933,6308.0537,856.58093,284.50317,38.633152,81.631805,110.84858,64.116974,72.714607,.13579164,.25,9850000,3508400029696,5446300073984,90813194240,140974784512,9219.6133,14312.161
81,Belgium,140,169,Mitsubishi,mitsubishi sapporo,mitsubishi,sapporo,JapanKorea,Japan,standard,0,Mitsubishi,658,1997,75,1080,5,4,447,168,137,10,12.5,15,12.5,160,,281200,.75777525,6402.0903,1080.1608,260.3316,43.923153,85.648804,112.41151,69.007988,82.946632,.16872002,.25,9850000,3655199883264,5378299920384,83218063360,122447945728,8448.5342,12431.264
82,Belgium,140,169,Mitsubishi,mitsubishi sapporo,mitsubishi,sapporo,JapanKorea,Japan,standard,0,Mitsubishi,497,1597,55,1005,5,4,447,168,137,7.0999999,9.6999998,10.5,9.1000004,158,,318700,.79411232,6179.4473,1158.8752,275.00803,51.574192,87.990669,114.41574,75.029518,94.111588,.18753704,.25,9860000,3957100118016,5454200045568,76726362112,105754443776,7781.5781,10725.603
83,Belgium,140,169,Mitsubishi,mitsubishi sapporo,mitsubishi,sapporo,JapanKorea,Japan,standard,0,Mitsubishi,213,1597,55,1000,5,4,452.5,167,137,7.0999999,9.6999998,10.5,9.1000004,158,,348700,.82080358,6303.4868,1385.1884,251.73471,55.318588,89.657471,111.87827,80.779312,100.43012,.21974954,.25,9860000,4188800024576,5453800013824,75721383936,98588925952,7679.6533,9998.877
84,Belgium,140,169,Mitsubishi,mitsubishi sapporo,mitsubishi,sapporo,JapanKorea,Japan,standard,0,Mitsubishi,135,1597,55,1000,5,4,452.5,167,137,7.0999999,9.6999998,10.5,9.1000004,158,,366400,.80058151,6155.9761,1502.5233,243.85645,59.519402,91.674309,111.58408,85.906792,108.03296,.24407557,.25,9860000,4512599769088,5588500086784,75817287680,93893754880,7689.3799,9522.6934
87,Belgium,140,169,Mitsubishi,mitsubishi sapporo,mitsubishi,sapporo,JapanKorea,Japan,standard,0,Mitsubishi,92,2351,95,1245,5,4,462,139.5,143.5,6.8000002,8.3000002,13,9.3666668,190,,699990,1.2989831,14548.081,3795.0449,184.44841,48.115623,94.232849,96.488007,92.674103,93.25135,.26086223,.25,9870000,5318699909120,5864300216320,110539980800,121879339008,11199.593,12348.464
